,Invoicedate,Distributor,GroupId,Type,Provincename,MatNo,MaterialName,New_Volume(L),Points
4644,14/2/2023,A,ERW_AMBP2020110131,Reseller,LopBuri,143507,MSUPER200010W-40CTN4X4+1L:TH,12460,2
4645,3/4/2023,D,ERW_DBG72020110038,Reseller,Phuket,143507,MSUPER200010W-40CTN4X4+1L:TH,7400,2
4646,31/3/2023,D,ERW_DBG72020110038,Reseller,Phuket,143507,MSUPER200010W-40CTN4X4+1L:TH,9840,2
4647,2/3/2023,D,ERW_DBG72020110038,Reseller,Phuket,143507,MSUPER200010W-40CTN4X4+1L:TH,2000,2
4648,14/2/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143507,MSUPER200010W-40CTN4X4+1L:TH,9200,2
4649,9/1/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143507,MSUPER200010W-40CTN4X4+1L:TH,3360,2
4650,31/3/2023,C,ERW_C08P2020090176,Retails,ChiangRai,143507,MSUPER200010W-40CTN4X4+1L:TH,7960,2
4651,12/1/2023,C,ERW_C08P2020090176,Retails,ChiangRai,143507,MSUPER200010W-40CTN4X4+1L:TH,140,2
4652,24/1/2023,A,ERW_ALWN2023020006,Retails,NongKhai,143507,MSUPER200010W-40CTN4X4+1L:TH,13132,2
4653,19/1/2023,A,ERW_ABQ12022120001,Retails,NakhonRatchasima,143507,MSUPER200010W-40CTN4X4+1L:TH,2220,2
4654,27/1/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143507,MSUPER200010W-40CTN4X4+1L:TH,3860,2
4655,18/1/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143507,MSUPER200010W-40CTN4X4+1L:TH,8580,2
4656,9/1/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143507,MSUPER200010W-40CTN4X4+1L:TH,9380,2
4657,9/2/2023,A,ERW_AMBP2020110201,Reseller,Trat,143507,MSUPER200010W-40CTN4X4+1L:TH,7000,2
4658,3/2/2023,D,ERW_DBG72020110012,Reseller,Songkhla,143507,MSUPER200010W-40CTN4X4+1L:TH,520,2
4659,2/2/2023,D,ERW_DBG72020110062,Retails,Trang,143507,MSUPER200010W-40CTN4X4+1L:TH,6480,2
4660,13/2/2023,A,ERW_AMBP2020110124,Retails,PhraNakhonSiAyutthaya,143507,MSUPER200010W-40CTN4X4+1L:TH,3600,2
4661,16/1/2023,A,ERW_AUTN2021110008,Retails,NakhonRatchasima,143507,MSUPER200010W-40CTN4X4+1L:TH,8220,2
4662,5/4/2023,C,ERW_C08P2020090119,Reseller,Uttaradit,143507,MSUPER200010W-40CTN4X4+1L:TH,6120,2
4663,22/2/2023,C,ERW_C08P2020090161,Retails,ChiangRai,143507,MSUPER200010W-40CTN4X4+1L:TH,920,2
4664,26/1/2023,C,ERW_C08P2020090026,Retails,KamphaengPhet,143507,MSUPER200010W-40CTN4X4+1L:TH,3380,2
4665,7/3/2023,D,ERW_DBG72020110004,Retails,NakhonSiThammarat,143507,MSUPER200010W-40CTN4X4+1L:TH,240,2
4666,12/1/2023,D,ERW_DBG72020110056,Retails,Phuket,143507,MSUPER200010W-40CTN4X4+1L:TH,5640,2
4667,23/1/2023,C,ERW_C08P2020090052,Reseller,NakhonSawan,143507,MSUPER200010W-40CTN4X4+1L:TH,6180,2
4668,11/3/2023,C,ERW_C08P2020090052,Reseller,NakhonSawan,143507,MSUPER200010W-40CTN4X4+1L:TH,3040,2
4669,21/2/2023,C,ERW_C08P2020090147,Retails,ChiangMai,143507,MSUPER200010W-40CTN4X4+1L:TH,1060,2
4670,7/1/2023,D,ERW_DBG72020110014,Retails,Pattani,143507,MSUPER200010W-40CTN4X4+1L:TH,7500,2
4671,10/4/2023,D,ERW_DBG72020110056,Retails,Phuket,143507,MSUPER200010W-40CTN4X4+1L:TH,4660,2
4672,14/3/2023,C,ERW_C08P2020090021,Retails,KamphaengPhet,143507,MSUPER200010W-40CTN4X4+1L:TH,7780,2
4673,24/4/2023,C,ERW_C08P2020090028,Retails,KamphaengPhet,143507,MSUPER200010W-40CTN4X4+1L:TH,2260,2
4674,20/2/2023,C,ERW_C08P2020090125,Retails,Phrae,143507,MSUPER200010W-40CTN4X4+1L:TH,5520,2
4675,10/5/2023,C,ERW_C08P2020090147,Retails,ChiangMai,143507,MSUPER200010W-40CTN4X4+1L:TH,6080,2
4676,26/1/2023,C,ERW_C08P2020090147,Retails,ChiangMai,143507,MSUPER200010W-40CTN4X4+1L:TH,100,2
4677,28/1/2023,C,ERW_C08P2020090216,Retails,NakhonSawan,143507,MSUPER200010W-40CTN4X4+1L:TH,1080,2
4678,4/1/2023,C,ERW_C08P2020090176,Retails,ChiangRai,143507,MSUPER200010W-40CTN4X4+1L:TH,2300,2
4679,27/1/2023,C,ERW_C08P2020090127,Reseller,Phrae,143507,MSUPER200010W-40CTN4X4+1L:TH,2140,2
4680,17/1/2023,A,ERW_AMBP2020110282,Retails,ChonBuri,143507,MSUPER200010W-40CTN4X4+1L:TH,6440,2
4681,23/2/2023,A,ERW_AMBP2020110288,Retails,Bangkok,143507,MSUPER200010W-40CTN4X4+1L:TH,3840,2
4682,5/1/2023,A,ERW_AMBP2020110336,Retails,Nonthaburi,143507,MSUPER200010W-40CTN4X4+1L:TH,1900,2
4683,17/1/2023,A,ERW_AMBP2020110348,Retails,Bangkok,143507,MSUPER200010W-40CTN4X4+1L:TH,7800,2
4684,13/2/2023,A,ERW_AMBP2020110427,Retails,ChonBuri,143507,MSUPER200010W-40CTN4X4+1L:TH,6800,2
4685,24/1/2023,A,ERW_AMBP2020110635,Retails,ChonBuri,143507,MSUPER200010W-40CTN4X4+1L:TH,4500,2
4686,10/1/2023,A,ERW_AUOF2022100001,Retails,Bangkok,143507,MSUPER200010W-40CTN4X4+1L:TH,6000,2
4687,16/2/2023,C,ERW_C08P2020090021,Retails,KamphaengPhet,143507,MSUPER200010W-40CTN4X4+1L:TH,6000,2
4688,11/5/2023,C,ERW_C08P2020090046,Retails,NakhonSawan,143507,MSUPER200010W-40CTN4X4+1L:TH,720,2
4689,20/4/2023,C,ERW_C08P2020090052,Reseller,NakhonSawan,143507,MSUPER200010W-40CTN4X4+1L:TH,5560,2
4690,8/4/2023,C,ERW_C08P2020090127,Reseller,Phrae,143507,MSUPER200010W-40CTN4X4+1L:TH,5920,2
4691,20/2/2023,C,ERW_C08P2020090142,Retails,ChiangMai,143507,MSUPER200010W-40CTN4X4+1L:TH,9060,2
4692,3/1/2023,C,ERW_C08P2020090148,Retails,ChiangMai,143507,MSUPER200010W-40CTN4X4+1L:TH,8580,2
4693,27/3/2023,C,ERW_C08P2020090127,Reseller,Phrae,143507,MSUPER200010W-40CTN4X4+1L:TH,2180,2
4694,20/2/2023,A,ERW_AMBP2020110402,Retails,Bangkok,143507,MSUPER200010W-40CTN4X4+1L:TH,1180,2
4695,23/5/2023,C,ERW_C08P2020090056,Retails,NakhonSawan,143507,MSUPER200010W-40CTN4X4+1L:TH,340,2
4696,20/4/2023,C,ERW_C08P2020090056,Retails,NakhonSawan,143507,MSUPER200010W-40CTN4X4+1L:TH,7880,2
4697,11/3/2023,C,ERW_C08P2020090056,Retails,NakhonSawan,143507,MSUPER200010W-40CTN4X4+1L:TH,9840,2
4698,18/1/2023,C,ERW_C08P2020090073,Retails,Phitsanulok,143507,MSUPER200010W-40CTN4X4+1L:TH,4400,2
4699,26/5/2023,C,ERW_C08P2020090104,Retails,Phetchabun,143507,MSUPER200010W-40CTN4X4+1L:TH,5880,2
4700,14/3/2023,C,ERW_C08P2020090138,Retails,Lamphun,143507,MSUPER200010W-40CTN4X4+1L:TH,380,2
4701,6/5/2023,C,ERW_C08P2020090142,Retails,ChiangMai,143507,MSUPER200010W-40CTN4X4+1L:TH,1780,2
4702,9/1/2023,C,ERW_C9H62020120019,Retails,ChiangMai,143507,MSUPER200010W-40CTN4X4+1L:TH,900,2
4703,7/2/2023,D,ERW_DBG72020110008,Retails,Trang,143507,MSUPER200010W-40CTN4X4+1L:TH,3260,2
4704,24/2/2023,D,ERW_DBG72020110016,Retails,SuratThani,143507,MSUPER200010W-40CTN4X4+1L:TH,1220,2
4705,20/4/2023,D,ERW_DBG72020110061,Retails,NakhonSiThammarat,143507,MSUPER200010W-40CTN4X4+1L:TH,5860,2
4706,14/2/2023,D,ERW_DBG72020110083,Retails,Songkhla,143507,MSUPER200010W-40CTN4X4+1L:TH,2940,2
4707,11/1/2023,A,ERW_AI8N2021070001,Retails,SamutPrakan,143507,MSUPER200010W-40CTN4X4+1L:TH,8520,2
4708,27/1/2023,A,ERW_AMBP2020110129,Retails,AngThong,143507,MSUPER200010W-40CTN4X4+1L:TH,9920,2
4709,22/2/2023,A,ERW_AMBP2020110259,Retails,UdonThani,143507,MSUPER200010W-40CTN4X4+1L:TH,8600,2
4710,17/1/2023,A,ERW_AMBP2020110380,Retails,Bangkok,143507,MSUPER200010W-40CTN4X4+1L:TH,4100,2
4711,27/1/2023,A,ERW_AMBP2020110381,Retails,Bangkok,143507,MSUPER200010W-40CTN4X4+1L:TH,140,2
4712,10/1/2023,A,ERW_AMBP2020110412,Retails,Rayong,143507,MSUPER200010W-40CTN4X4+1L:TH,2320,2
4713,18/2/2023,C,ERW_C08P2020090056,Retails,NakhonSawan,143507,MSUPER200010W-40CTN4X4+1L:TH,9060,2
4714,15/2/2023,C,ERW_C08P2020090117,Retails,Sukhothai,143507,MSUPER200010W-40CTN4X4+1L:TH,440,2
4715,11/3/2023,C,ERW_C08P2020090135,Retails,Lampang,143507,MSUPER200010W-40CTN4X4+1L:TH,7940,2
4716,16/3/2023,C,ERW_C08P2020090135,Retails,Lampang,143507,MSUPER200010W-40CTN4X4+1L:TH,4240,2
4717,2/3/2023,C,ERW_C08P2020090138,Retails,Lamphun,143507,MSUPER200010W-40CTN4X4+1L:TH,1380,2
4718,3/5/2023,C,ERW_C08P2020090145,Retails,ChiangMai,143507,MSUPER200010W-40CTN4X4+1L:TH,3580,2
4719,11/4/2023,C,ERW_C08P2020090145,Retails,ChiangMai,143507,MSUPER200010W-40CTN4X4+1L:TH,5620,2
4720,18/1/2023,C,ERW_C08P2020090212,Retails,NakhonSawan,143507,MSUPER200010W-40CTN4X4+1L:TH,6060,2
4721,28/2/2023,C,ERW_CXLT2023040001,Retails,Phitsanulok,143507,MSUPER200010W-40CTN4X4+1L:TH,140,2
4722,27/11/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143354,MSUPER200010W-40SG12X1L/CAR,6100,2
4723,11/9/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143354,MSUPER200010W-40SG12X1L/CAR,8240,2
4724,20/7/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143354,MSUPER200010W-40SG12X1L/CAR,1872,2
4725,5/9/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143354,MSUPER200010W-40SG12X1L/CAR,4716,2
4726,18/9/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143354,MSUPER200010W-40SG12X1L/CAR,2568,2
4727,20/4/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143354,MSUPER200010W-40SG12X1L/CAR,1884,2
4728,21/3/2023,A,ERW_AMBP2020110131,Reseller,LopBuri,143354,MSUPER200010W-40SG12X1L/CAR,5928,2
4729,19/6/2023,A,ERW_AMBP2020110206,Reseller,Chachoengsao,143354,MSUPER200010W-40SG12X1L/CAR,3012,2
4730,25/9/2023,A,ERW_AMBP2020110427,Retails,ChonBuri,143354,MSUPER200010W-40SG12X1L/CAR,2964,2
4731,7/7/2023,A,ERW_AUTN2021110008,Retails,NakhonRatchasima,143354,MSUPER200010W-40SG12X1L/CAR,5628,2
4732,18/12/2023,A,ERW_ALWN2023020002,Reseller,SingBuri,143354,MSUPER200010W-40SG12X1L/CAR,708,2
4733,15/9/2023,A,ERW_ALWN2023020002,Reseller,SingBuri,143354,MSUPER200010W-40SG12X1L/CAR,2688,2
4734,7/6/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143354,MSUPER200010W-40SG12X1L/CAR,5880,2
4735,27/4/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143354,MSUPER200010W-40SG12X1L/CAR,5112,2
4736,17/10/2023,A,ERW_AMBP2020110036,Retails,Bangkok,143354,MSUPER200010W-40SG12X1L/CAR,3792,2
4737,16/3/2023,A,ERW_AMBP2020110050,Retails,Bangkok,143354,MSUPER200010W-40SG12X1L/CAR,4032,2
4738,28/6/2023,A,ERW_AMBP2020110060,Retails,Bangkok,143354,MSUPER200010W-40SG12X1L/CAR,1392,2
4739,24/10/2023,A,ERW_AMBP2020110124,Retails,PhraNakhonSiAyutthaya,143354,MSUPER200010W-40SG12X1L/CAR,360,2
4740,23/6/2023,A,ERW_AMBP2020110142,Reseller,Saraburi,143354,MSUPER200010W-40SG12X1L/CAR,96,2
4741,29/5/2023,A,ERW_AMBP2020110156,Retails,ChonBuri,143354,MSUPER200010W-40SG12X1L/CAR,3084,2
4742,16/8/2023,A,ERW_AMBP2020110206,Reseller,Chachoengsao,143354,MSUPER200010W-40SG12X1L/CAR,1728,2
4743,23/12/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143354,MSUPER200010W-40SG12X1L/CAR,3492,2
4744,7/7/2023,A,ERW_AMBP2020110370,Retails,Bangkok,143354,MSUPER200010W-40SG12X1L/CAR,4800,2
4745,11/7/2023,A,ERW_AMBP2020110380,Retails,Bangkok,143354,MSUPER200010W-40SG12X1L/CAR,5268,2
4746,29/3/2023,A,ERW_AMBP2020110472,Retails,ChaiNat,143354,MSUPER200010W-40SG12X1L/CAR,2400,2
4747,13/6/2023,A,ERW_AMBP2020110726,Retails,SamutPrakan,143354,MSUPER200010W-40SG12X1L/CAR,5016,2
4748,12/5/2023,A,ERW_AUTN2021110008,Retails,NakhonRatchasima,143354,MSUPER200010W-40SG12X1L/CAR,444,2
4749,14/3/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143625,MSUPER2000TURBOSPEED10W-3012X1L/CAR,5220,2
4750,21/3/2023,A,ERW_AMBP2020110131,Reseller,LopBuri,143625,MSUPER2000TURBOSPEED10W-3012X1L/CAR,3000,2
4751,15/3/2023,A,ERW_AMBP2020110201,Reseller,Trat,143625,MSUPER2000TURBOSPEED10W-3012X1L/CAR,588,2
4752,14/3/2023,A,ERW_AMBP2020110726,Retails,SamutPrakan,143625,MSUPER2000TURBOSPEED10W-3012X1L/CAR,4692,2
4753,20/3/2023,A,ERW_AMBP2020110397,Retails,Chanthaburi,143625,MSUPER2000TURBOSPEED10W-3012X1L/CAR,612,2
4754,27/3/2023,A,ERW_AWFN2023010001,Retails,Rayong,143625,MSUPER2000TURBOSPEED10W-3012X1L/CAR,3276,2
4755,16/1/2023,A,ERW_AUTN2021110008,Retails,NakhonRatchasima,143625,MSUPER2000TURBOSPEED10W-3012X1L:TH,4240,2
4756,27/1/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143625,MSUPER2000TURBOSPEED10W-3012X1L:TH,7380,2
4757,14/3/2023,C,ERW_C08P2020090022,Retails,KamphaengPhet,143625,MSUPER2000TURBOSPEED10W-3012X1L:TH,3906,2
4758,21/3/2023,C,ERW_C08P2020090164,Retails,ChiangRai,143625,MSUPER2000TURBOSPEED10W-3012X1L:TH,6606,2
4759,20/2/2023,C,ERW_C08P2020090164,Retails,ChiangRai,143625,MSUPER2000TURBOSPEED10W-3012X1L:TH,4194,2
4760,10/1/2023,A,ERW_AMBP2020110131,Reseller,LopBuri,143625,MSUPER2000TURBOSPEED10W-3012X1L:TH,5976,2
4761,3/5/2023,C,ERW_C08P2020090159,Retails,ChiangRai,143625,MSUPER2000TURBOSPEED10W-3012X1L:TH,1992,2
4762,6/5/2023,C,ERW_C08P2020090176,Retails,ChiangRai,143625,MSUPER2000TURBOSPEED10W-3012X1L:TH,552,2
4763,27/1/2023,C,ERW_C08P2020090127,Reseller,Phrae,143625,MSUPER2000TURBOSPEED10W-3012X1L:TH,3768,2
4764,6/2/2023,C,ERW_C08P2020090019,Retails,KamphaengPhet,143625,MSUPER2000TURBOSPEED10W-3012X1L:TH,3036,2
4765,9/1/2023,C,ERW_C08P2020090071,Retails,Phitsanulok,143625,MSUPER2000TURBOSPEED10W-3012X1L:TH,936,2
4766,10/1/2023,C,ERW_C08P2020090138,Retails,Lamphun,143625,MSUPER2000TURBOSPEED10W-3012X1L:TH,924,2
4767,27/6/2023,C,ERW_C08P2020090148,Retails,ChiangMai,143625,MSUPER2000TURBOSPEED10W-3012X1L:TH,1440,2
4768,17/2/2023,C,ERW_C08P2020090176,Retails,ChiangRai,143625,MSUPER2000TURBOSPEED10W-3012X1L:TH,2028,2
4769,31/3/2023,C,ERW_C08P2020090176,Retails,ChiangRai,143625,MSUPER2000TURBOSPEED10W-3012X1L:TH,672,2
4770,21/3/2023,A,ERW_AMBP2020110206,Reseller,Chachoengsao,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,196,2
4771,12/5/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,1680,2
4772,7/6/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,476,2
4773,2/5/2023,A,ERW_AMBP2020110201,Reseller,Trat,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,7840,2
4774,2/5/2023,A,ERW_AMBP2020110201,Reseller,Trat,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,7308,2
4775,2/5/2023,A,ERW_AMBP2020110201,Reseller,Trat,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,4956,2
4776,13/3/2023,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,12964,2
4777,1/3/2023,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,11284,2
4778,28/6/2023,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,8736,2
4779,26/6/2023,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,6160,2
4780,10/3/2023,A,ERW_AMBP2020110218,Retails,NakhonRatchasima,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,13944,2
4781,14/3/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,1680,2
4782,13/6/2023,A,ERW_AMBP2020110370,Retails,Bangkok,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,7056,2
4783,27/3/2023,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,7672,2
4784,2/3/2023,A,ERW_A5JJ2021090004,Retails,PhraNakhonSiAyutthaya,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,1988,2
4785,9/6/2023,A,ERW_AMBP2020110472,Retails,ChaiNat,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,3584,2
4786,6/6/2023,A,ERW_ABQ12022120001,Retails,NakhonRatchasima,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,8204,2
4787,26/5/2023,A,ERW_ABQ12022120001,Retails,NakhonRatchasima,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,12460,2
4788,9/3/2023,A,ERW_AHWO2020120003,Retails,Chachoengsao,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,12992,2
4789,23/2/2023,A,ERW_AMBP2020110050,Retails,Bangkok,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,11480,2
4790,4/4/2023,A,ERW_AMBP2020110156,Retails,ChonBuri,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,9688,2
4791,24/3/2023,A,ERW_AMBP2020110720,Retails,UdonThani,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,7700,2
4792,26/5/2023,A,ERW_A7QF2022060006,Retails,Trat,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,9828,2
4793,7/3/2023,A,ERW_AMBP2020110257,Retails,UdonThani,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,672,2
4794,20/3/2023,A,ERW_A7QF2022060006,Retails,Trat,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,1008,2
4795,23/5/2023,A,ERW_AMBP2020110124,Retails,PhraNakhonSiAyutthaya,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,1064,2
4796,3/3/2023,A,ERW_AMBP2020110726,Retails,SamutPrakan,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,12096,2
4797,17/3/2023,A,ERW_A6CM2022070002,Retails,N\A,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,9492,2
4798,17/3/2023,A,ERW_AMBP2020110259,Retails,UdonThani,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,1064,2
4799,24/5/2023,A,ERW_AMBP2020110747,Retails,NakhonRatchasima,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,6048,2
4800,23/6/2023,A,ERW_A6CB2023080001,Retails,Saraburi,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,5796,2
4801,21/6/2023,A,ERW_A2JJ2023070001,Retails,BuriRam,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,2996,2
4802,27/3/2023,A,ERW_A7UN2022110001,Retails,SiSaKet,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,7728,2
4803,22/3/2023,A,ERW_AI8N2021070007,Retails,Chanthaburi,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,1484,2
4804,17/5/2023,A,ERW_AMBP2020110282,Retails,ChonBuri,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,12488,2
4805,7/6/2023,A,ERW_AMBP2020110336,Retails,Nonthaburi,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,7560,2
4806,22/5/2023,A,ERW_AMBP2020110397,Retails,Chanthaburi,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,11956,2
4807,21/4/2023,A,ERW_AMBP2020110412,Retails,Rayong,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,3024,2
4808,6/6/2023,A,ERW_AMBP2020110558,Retails,NakhonRatchasima,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,3136,2
4809,22/2/2023,A,ERW_AOCH2023050001,Retails,Surin,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,1904,2
4810,28/6/2023,A,ERW_AU5N2022030005,Retails,NakhonNayok,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,8792,2
4811,27/3/2023,A,ERW_AWFN2023010001,Retails,Rayong,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,11704,2
4812,16/3/2023,A,ERW_ABQ12022120002,Retails,PathumThani,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,5208,2
4813,24/5/2023,A,ERW_AI8N2021070007,Retails,Chanthaburi,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,6104,2
4814,22/6/2023,A,ERW_AMBP2020110286,Retails,Bangkok,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,11844,2
4815,2/6/2023,A,ERW_A4NT2022100001,Retails,Saraburi,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,4704,2
4816,9/3/2023,A,ERW_AMBP2020110097,Retails,Nonthaburi,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,2240,2
4817,27/6/2023,A,ERW_AMBP2020110381,Retails,Bangkok,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,6776,2
4818,20/3/2023,A,ERW_AMBP2020110397,Retails,Chanthaburi,143629,MSUPER2000TURBOSPEED10W-304X7L/CAR,10612,2
4819,24/2/2023,A,ERW_A1DS2023040005,Reseller,UdonThani,143625,MSUPER2000TURBOSPEED10W-30CTN12X1L:TH,2320,2
4820,17/2/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143625,MSUPER2000TURBOSPEED10W-30CTN12X1L:TH,7120,2
4821,21/2/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143625,MSUPER2000TURBOSPEED10W-30CTN12X1L:TH,1440,2
4822,20/2/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143625,MSUPER2000TURBOSPEED10W-30CTN12X1L:TH,7560,2
4823,13/2/2023,A,ERW_AMBP2020110124,Retails,PhraNakhonSiAyutthaya,143625,MSUPER2000TURBOSPEED10W-30CTN12X1L:TH,1296,2
4824,9/2/2023,A,ERW_AMBP2020110201,Reseller,Trat,143625,MSUPER2000TURBOSPEED10W-30CTN12X1L:TH,162,2
4825,14/2/2023,A,ERW_AMBP2020110142,Reseller,Saraburi,143625,MSUPER2000TURBOSPEED10W-30CTN12X1L:TH,1548,2
4826,10/2/2023,A,ERW_AMBP2020110050,Retails,Bangkok,143625,MSUPER2000TURBOSPEED10W-30CTN12X1L:TH,4308,2
4827,10/2/2023,A,ERW_AMBP2020110101,Retails,Nonthaburi,143625,MSUPER2000TURBOSPEED10W-30CTN12X1L:TH,912,2
4828,13/2/2023,A,ERW_AMBP2020110120,Retails,PathumThani,143625,MSUPER2000TURBOSPEED10W-30CTN12X1L:TH,4020,2
4829,6/5/2023,C,ERW_C08P2020090056,Retails,NakhonSawan,142932,"MSUPER2000TURBOSPEED10W-30,12X1LTCTN-N",5720,2
4830,12/4/2023,C,ERW_CM8N2021050001,Retails,Phetchabun,142932,"MSUPER2000TURBOSPEED10W-30,12X1LTCTN-N",1602,2
4831,12/6/2023,C,ERW_CM8N2021050001,Retails,Phetchabun,142932,"MSUPER2000TURBOSPEED10W-30,12X1LTCTN-N",612,2
4832,27/3/2023,C,ERW_C08P2020090127,Reseller,Phrae,142932,"MSUPER2000TURBOSPEED10W-30,12X1LTCTN-N",6696,2
4833,6/1/2023,C,ERW_C08P2020090056,Retails,NakhonSawan,142932,"MSUPER2000TURBOSPEED10W-30,12X1LTCTN-N",348,2
4834,11/5/2023,C,ERW_C08P2020090100,Retails,Phetchabun,142932,"MSUPER2000TURBOSPEED10W-30,12X1LTCTN-N",2184,2
4835,11/4/2023,C,ERW_C08P2020090147,Retails,ChiangMai,142932,"MSUPER2000TURBOSPEED10W-30,12X1LTCTN-N",5328,2
4836,25/5/2023,C,ERW_C08P2020090018,Retails,KamphaengPhet,142932,"MSUPER2000TURBOSPEED10W-30,12X1LTCTN-N",1236,2
4837,30/5/2023,C,ERW_C08P2020090094,Retails,Phetchabun,142932,"MSUPER2000TURBOSPEED10W-30,12X1LTCTN-N",5616,2
4838,24/3/2023,C,ERW_CM8N2021050002,Retails,ChiangMai,142932,"MSUPER2000TURBOSPEED10W-30,12X1LTCTN-N",3672,2
4839,24/6/2023,C,ERW_CXVX2023040002,Retails,KamphaengPhet,142932,"MSUPER2000TURBOSPEED10W-30,12X1LTCTN-N",2232,2
4840,17/1/2023,A,ERW_AMBP2020110529,Retails,ChonBuri,143629,MSUPER2000TURBOSPEED10W-304X7L:TH,5096,2
4841,4/5/2023,D,ERW_DBG72020110038,Reseller,Phuket,143629,MSUPER2000TURBOSPEED10W-304X7L:TH,56,2
4842,2/2/2023,D,ERW_DBG72020110038,Reseller,Phuket,143629,MSUPER2000TURBOSPEED10W-304X7L:TH,7644,2
4843,31/3/2023,C,ERW_C08P2020090176,Retails,ChiangRai,143629,MSUPER2000TURBOSPEED10W-304X7L:TH,9100,2
4844,27/1/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143629,MSUPER2000TURBOSPEED10W-304X7L:TH,5068,2
4845,24/1/2023,A,ERW_AMBP2020110030,Retails,Bangkok,143629,MSUPER2000TURBOSPEED10W-304X7L:TH,2996,2
